Regulator,Target,RegulatorEnsembleID,TargetEnsembleID,diseaseCategory,DiseaseName2,RegulationDiretion,ExpressionPattern,RegulatorType,TargetType,Target_cleaned,Regulator_cleaned,Regulator_cleaned2,Target_cleaned2
AOC4P,UHRF1,ENSG00000260105,ENSG00000276043,Cancer,Colorectal cancer,positively-F,upregulation,lncRNA,PCG,UHRF1,AOC4P,AOC4P,UHRF1
DNMT1,MEG3,ENSG00000130816,ENSG00000214548,Cancer,Brain glioma,negatively-E,downregulation,PCG,lncRNA,MEG3,DNMT1,DNMT1,MEG3
HOTAIR,PIK3R3,ENSG00000228630,ENSG00000117461,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,PIK3R3,HOTAIR,HOTAIR,PIK3R3
NEAT1,CDK6,ENSG00000245532,ENSG00000105810,Cancer,Larynx cancer,positively-E,upregulation,lncRNA,PCG,CDK6,NEAT1,NEAT1,CDK6
HOTAIR,VEGFA,ENSG00000228630,ENSG00000112715,Cancer,Nasopharynx carcinoma,positively-E,upregulation,lncRNA,PCG,VEGFA,HOTAIR,HOTAIR,VEGFA
HOTAIR,ANGPT2,ENSG00000228630,ENSG00000091879,Cancer,Nasopharynx carcinoma,positively-E,upregulation,lncRNA,PCG,ANGPT2,HOTAIR,HOTAIR,ANGPT2
PANTR1,CCND1,ENSG00000233639,ENSG00000110092,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,CCND1,PANTR1,PANTR1,CCND1
PANTR1,CDK4,ENSG00000233639,ENSG00000135446,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,CDK4,PANTR1,PANTR1,CDK4
PANTR1,CDKN2C,ENSG00000233639,ENSG00000123080,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,CDKN2C,PANTR1,PANTR1,CDKN2C
PANTR1,RB1,ENSG00000233639,ENSG00000139687,Cancer,Colorectal cancer,positively-E,upregulation,lncRNA,PCG,RB1,PANTR1,PANTR1,RB1
HOTAIR,ELAVL1,ENSG00000228630,ENSG00000066044,Cancer,Head and neck cancer,positively-E,upregulation,lncRNA,PCG,ELAVL1,HOTAIR,HOTAIR,ELAVL1
MEG3,ILF3,ENSG00000214548,ENSG00000129351,Cancer,Liver cancer,interact,downregulation,lncRNA,PCG,ILF3,MEG3,MEG3,ILF3
HOTAIR,HOXA1,ENSG00000228630,ENSG00000105991,Cancer,Lung cancer,negatively-E,downregulation,lncRNA,TF,HOXA1,HOTAIR,HOTAIR,HOXA1
TGFB1,MALAT1,ENSG00000105329,ENSG00000251562,Cancer,Ovarian cancer,positively-E,upregulation,PCG,lncRNA,MALAT1,TGFB1,TGFB1,MALAT1
MALAT1,MAP2K1,ENSG00000251562,ENSG00000169032,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MAP2K1,MALAT1,MALAT1,MAP2K1
MALAT1,MAPK3,ENSG00000251562,ENSG00000102882,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MAPK3,MALAT1,MALAT1,MAPK3
MALAT1,MAPK14,ENSG00000251562,ENSG00000112062,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MAPK14,MALAT1,MALAT1,MAPK14
MALAT1,MAPK8,ENSG00000251562,ENSG00000107643,Cancer,Ovarian cancer,positively-E,upregulation,lncRNA,PCG,MAPK8,MALAT1,MALAT1,MAPK8
H19,CDH1,ENSG00000130600,ENSG00000039068,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,PCG,CDH1,H19,H19,CDH1
PCAT6,TP53,ENSG00000228288,ENSG00000141510,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,TF,TP53,PCAT6,PCAT6,TP53
PCAT6,MYC,ENSG00000228288,ENSG00000136997,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,TF,MYC,PCAT6,PCAT6,MYC
miR-190a,TRERNA1,ENSG00000211137,ENSG00000231265,Cancer,Liver cancer,negatively-F,downregulation,miRNA,lncRNA,TRERNA1,miR-190a,miR-190a,TRERNA1
H19,TWIST1,ENSG00000130600,ENSG00000122691,Cancer,Gallbladder cancer,positively-E,upregulation,lncRNA,TF,TWIST1,H19,H19,TWIST1
PVT1,MYC,ENSG00000249859,ENSG00000136997,Cancer,Leukemia,positively-E,upregulation,lncRNA,TF,MYC,PVT1,PVT1,MYC
H19,POU5F1,ENSG00000130600,ENSG00000204531,Cancer,Embryonic carcinoma,positively-E,upregulation,lncRNA,TF,POU5F1,H19,H19,POU5F1
H19,NANOG,ENSG00000130600,ENSG00000111704,Cancer,Embryonic carcinoma,positively-E,upregulation,lncRNA,TF,NANOG,H19,H19,NANOG
H19,CDH1,ENSG00000130600,ENSG00000039068,Cancer,Embryonic carcinoma,negatively-E,upregulation,lncRNA,PCG,CDH1,H19,H19,CDH1
H19,FUT4,ENSG00000130600,ENSG00000196371,Cancer,Embryonic carcinoma,negatively-E,upregulation,lncRNA,PCG,FUT4,H19,H19,FUT4
miR-675,H19,ENSG00000284010,ENSG00000130600,Cancer,Liver cancer,positively-E,upregulation,miRNA,lncRNA,H19,miR-675,miR-675,H19
H19,PKM,ENSG00000130600,ENSG00000067225,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,PKM,H19,H19,PKM
MYC,H19,ENSG00000136997,ENSG00000130600,Cancer,Lung cancer,positively-E,upregulation,TF,lncRNA,H19,MYC,MYC,H19
H19,miR-107,ENSG00000130600,ENSG00000198997,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,miRNA,miR-107,H19,H19,miR-107
ETS1,BANCR,ENSG00000134954,ENSG00000278910,Cancer,Colorectal cancer,negatively-E,downregulation,TF,lncRNA,BANCR,ETS1,ETS1,BANCR
CRNDE,XIAP,ENSG00000245694,ENSG00000101966,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,XIAP,CRNDE,CRNDE,XIAP
CRNDE,PAK5,ENSG00000245694,ENSG00000101349,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,PAK5,CRNDE,CRNDE,PAK5
HOTAIR,FGF1,ENSG00000228630,ENSG00000113578,Cancer,Brain glioma,positively-E,upregulation,lncRNA,PCG,FGF1,HOTAIR,HOTAIR,FGF1
MEG3,TP53,ENSG00000214548,ENSG00000141510,Cancer,Lung cancer,positively-E,downregulation,lncRNA,TF,TP53,MEG3,MEG3,TP53
MEG3,CTNNB1,ENSG00000214548,ENSG00000168036,Cancer,Lung cancer,positively-E,downregulation,lncRNA,PCG,CTNNB1,MEG3,MEG3,CTNNB1
TUG1,HSF2,ENSG00000253352,ENSG00000025156,Cancer,Brain cancer,positively-E,downregulation,lncRNA,PCG,HSF2,TUG1,TUG1,HSF2
CDKN2B-AS1,KLF2,ENSG00000240498,ENSG00000127528,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,TF,KLF2,CDKN2B-AS1,CDKN2B-AS1,KLF2
LNCRNA-ATB,ZEB1,,ENSG00000148516,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,ZEB1,LNCRNA-ATB,LNCRNA-ATB,ZEB1
LNCRNA-ATB,ZNF217,,ENSG00000171940,Cancer,Breast cancer,positively-E,upregulation,lncRNA,TF,ZNF217,LNCRNA-ATB,LNCRNA-ATB,ZNF217
LNCRNA-ATB,PTEN,,ENSG00000171862,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,PCG,PTEN,LNCRNA-ATB,LNCRNA-ATB,PTEN
MTOR,GAS5,ENSG00000198793,ENSG00000234741,Cancer,Prostate cancer,negatively-E,upregulation,PCG,lncRNA,GAS5,MTOR,MTOR,GAS5
miR-148a,HOTAIR,ENSG00000199085,ENSG00000228630,Cancer,Breast cancer,negatively-E,upregulation,miRNA,lncRNA,HOTAIR,miR-148a,miR-148a,HOTAIR
HOTTIP,HOXA13,ENSG00000243766,ENSG00000106031,Cancer,Pancreatic cancer,positively-E,upregulation,lncRNA,TF,HOXA13,HOTTIP,HOTTIP,HOXA13
AR,PCGEM1,ENSG00000169083,ENSG00000227418,Cancer,Prostate cancer,positively-E,upregulation,TF,lncRNA,PCGEM1,AR,AR,PCGEM1
miR-9,MALAT1,ENSG00000284447,ENSG00000251562,Cancer,Osteosarcoma,negatively-E,upregulation,miRNA,lncRNA,MALAT1,miR-9,miR-9,MALAT1
CCAT1,HMGA2,,ENSG00000149948,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,HMGA2,CCAT1,CCAT1,HMGA2
CCAT1,MYC,,ENSG00000136997,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,MYC,CCAT1,CCAT1,MYC
NBAT1,REST,ENSG00000260455,ENSG00000084093,Cancer,Neuroblastoma,negatively-E,downregulation,lncRNA,TF,REST,NBAT1,NBAT1,REST
HOTAIR,miR-7,ENSG00000228630,ENSG00000104972,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,miRNA,miR-7,HOTAIR,HOTAIR,miR-7
SPP1,HOTAIR,ENSG00000118785,ENSG00000228630,Cancer,Liver cancer,positively-E,upregulation,PCG,lncRNA,HOTAIR,SPP1,SPP1,HOTAIR
EZH2,SPRY4-IT1,ENSG00000106462,,Cancer,Lung cancer,negatively-E,upregulation,PCG,lncRNA,SPRY4-IT1,EZH2,EZH2,SPRY4-IT1
SPRY4-IT1,CDH1,,ENSG00000039068,Cancer,Lung cancer,positively-E,downregulation,lncRNA,PCG,CDH1,SPRY4-IT1,SPRY4-IT1,CDH1
SPRY4-IT1,VIM,,ENSG00000026025,Cancer,Lung cancer,positively-E,downregulation,lncRNA,PCG,VIM,SPRY4-IT1,SPRY4-IT1,VIM
LINC-ROR,miR-145,ENSG00000258609,ENSG00000276365,Cancer,Endometrial cancer,negatively-F,upregulation,lncRNA,miRNA,miR-145,LINC-ROR,LINC-ROR,miR-145
TGFB1,HOTAIR,ENSG00000105329,ENSG00000228630,Cancer,Cancer,positively-E,upregulation,PCG,lncRNA,HOTAIR,TGFB1,TGFB1,HOTAIR
miR-21,GAS5,ENSG00000284190,ENSG00000234741,Cancer,Cancer,negatively-F,downregulation,miRNA,lncRNA,GAS5,miR-21,miR-21,GAS5
E2F3,ERICD,ENSG00000112242,ENSG00000280303,Cancer,Osteosarcoma,positively-E,downregulation,TF,lncRNA,ERICD,E2F3,E2F3,ERICD
E2F1,ERICD,ENSG00000101412,ENSG00000280303,Cancer,Osteosarcoma,positively-E,downregulation,TF,lncRNA,ERICD,E2F1,E2F1,ERICD
loc285194,miR-211,ENSG00000243197,ENSG00000207702,Cancer,Osteosarcoma,negatively-F,downregulation,lncRNA,miRNA,miR-211,loc285194,loc285194,miR-211
RASSF1-AS1,RASSF1,ENSG00000281358,ENSG00000068028,Cancer,Cancer,negatively-E,upregulation,lncRNA,PCG,RASSF1,RASSF1-AS1,RASSF1-AS1,RASSF1
RAB4B-EGLN2,EGLN2,ENSG00000171570,ENSG00000269858,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,EGLN2,RAB4B-EGLN2,RAB4B-EGLN2,EGLN2
MEG3,GDF15,ENSG00000214548,ENSG00000130513,Cancer,Cancer,positively-E,downregulation,lncRNA,PCG,GDF15,MEG3,MEG3,GDF15
MEG3,TP53,ENSG00000214548,ENSG00000141510,Cancer,Cancer,positively-E,downregulation,lncRNA,TF,TP53,MEG3,MEG3,TP53
H19,ABCB1,ENSG00000130600,ENSG00000085563,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,PCG,ABCB1,H19,H19,ABCB1
E2F1,H19,ENSG00000101412,ENSG00000130600,Cancer,Breast cancer,positively-E,upregulation,TF,lncRNA,H19,E2F1,E2F1,H19
MYC,SNHG12,ENSG00000136997,ENSG00000197989,Cancer,Breast cancer,positively-E,upregulation,TF,lncRNA,SNHG12,MYC,MYC,SNHG12
SNHG12,MMP13,ENSG00000197989,ENSG00000137745,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,MMP13,SNHG12,SNHG12,MMP13
HOTAIR,MTOR,ENSG00000228630,ENSG00000198793,Cancer,Cervical cancer,positively-E,upregulation,lncRNA,PCG,MTOR,HOTAIR,HOTAIR,MTOR
MALAT1,CTNNB1,ENSG00000251562,ENSG00000168036,Cancer,Oral cavity cancer,positively-E,upregulation,lncRNA,PCG,CTNNB1,MALAT1,MALAT1,CTNNB1
MALAT1,NFKB1,ENSG00000251562,ENSG00000109320,Cancer,Oral cavity cancer,positively-E,upregulation,lncRNA,TF,NFKB1,MALAT1,MALAT1,NFKB1
LNCRNA-ATB,CDH1,,ENSG00000039068,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,PCG,CDH1,LNCRNA-ATB,LNCRNA-ATB,CDH1
LNCRNA-ATB,CDH1,,ENSG00000039068,Cancer,Colorectal cancer,negatively-E,upregulation,lncRNA,PCG,CDH1,LNCRNA-ATB,LNCRNA-ATB,CDH1
MIR100HG,miR-125b-1,ENSG00000255248,ENSG00000207971,Cancer,Neuroblastoma,positively-E,downregulation,lncRNA,miRNA,miR-125b-1,MIR100HG,MIR100HG,miR-125b-1
MIR100HG,BCL2,ENSG00000255248,ENSG00000171791,Cancer,Neuroblastoma,positively-E,downregulation,lncRNA,PCG,BCL2,MIR100HG,MIR100HG,BCL2
PACERR,PTGS2,ENSG00000273129,ENSG00000073756,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,PTGS2,PACERR,PACERR,PTGS2
TP53COR1,CCND1,,ENSG00000110092,Cancer,Lymphoma,negatively-E,downregulation,lncRNA,PCG,CCND1,TP53COR1,TP53COR1,CCND1
TP53COR1,CDK4,,ENSG00000135446,Cancer,Lymphoma,negatively-E,downregulation,lncRNA,PCG,CDK4,TP53COR1,TP53COR1,CDK4
TP53COR1,CDKN1A,,ENSG00000124762,Cancer,Lymphoma,negatively-E,downregulation,lncRNA,PCG,CDKN1A,TP53COR1,TP53COR1,CDKN1A
WT1-AS,WT1,ENSG00000183242,ENSG00000184937,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,TF,WT1,WT1-AS,WT1-AS,WT1
MALAT1,ZEB2,ENSG00000251562,ENSG00000169554,Cancer,Kidney cancer,positively-E,upregulation,lncRNA,TF,ZEB2,MALAT1,MALAT1,ZEB2
EZH2,HOTAIR,ENSG00000106462,ENSG00000228630,Cancer,Urinary bladder cancer,positively-E,upregulation,PCG,lncRNA,HOTAIR,EZH2,EZH2,HOTAIR
STAT3,WSPAR,ENSG00000168610,ENSG00000249073,Cancer,Liver cancer,positively-E,upregulation,TF,lncRNA,WSPAR,STAT3,STAT3,WSPAR
WT1-AS,MAPK1,ENSG00000183242,ENSG00000100030,Cancer,Gastric cancer,negatively-E,downregulation,lncRNA,PCG,MAPK1,WT1-AS,WT1-AS,MAPK1
FAM30A,CTNNB1,ENSG00000226777,ENSG00000168036,Cancer,Gallbladder cancer,negatively-E,upregulation,lncRNA,PCG,CTNNB1,FAM30A,FAM30A,CTNNB1
FAM30A,VIM,ENSG00000226777,ENSG00000026025,Cancer,Gallbladder cancer,positively-E,upregulation,lncRNA,PCG,VIM,FAM30A,FAM30A,VIM
TP53COR1,CDKN1A,,ENSG00000124762,Gastrointestinal system disease,Fibrosis,positively-E,downregulation,lncRNA,PCG,CDKN1A,TP53COR1,TP53COR1,CDKN1A
PVT1,TSHR,ENSG00000249859,ENSG00000165409,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,PCG,TSHR,PVT1,PVT1,TSHR
PVT1,CCND1,ENSG00000249859,ENSG00000110092,Cancer,Thyroid cancer,positively-E,upregulation,lncRNA,PCG,CCND1,PVT1,PVT1,CCND1
GAS1RR,GAS1,ENSG00000226237,ENSG00000180447,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,GAS1,GAS1RR,GAS1RR,GAS1
TWIST1,GAS1RR,ENSG00000122691,ENSG00000226237,Cancer,Breast cancer,positively-E,upregulation,TF,lncRNA,GAS1RR,TWIST1,TWIST1,GAS1RR
GAS1RR,SOX2,ENSG00000226237,ENSG00000181449,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,TF,SOX2,GAS1RR,GAS1RR,SOX2
GAS1RR,POU5F1,ENSG00000226237,ENSG00000204531,Cancer,Breast cancer,negatively-E,upregulation,lncRNA,TF,POU5F1,GAS1RR,GAS1RR,POU5F1
YAP1,RMRP,ENSG00000137693,ENSG00000269900,Cancer,Colorectal cancer,positively-E,upregulation,PCG,lncRNA,RMRP,YAP1,YAP1,RMRP
CTNNB1,RMRP,ENSG00000168036,ENSG00000269900,Cancer,Colorectal cancer,positively-E,upregulation,PCG,lncRNA,RMRP,CTNNB1,CTNNB1,RMRP
FOXC2-AS1,ABCB1,ENSG00000260944,ENSG00000085563,Cancer,Osteosarcoma,positively-E,upregulation,lncRNA,PCG,ABCB1,FOXC2-AS1,FOXC2-AS1,ABCB1
HOXA-AS2,CDKN1A,ENSG00000253552,ENSG00000124762,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,PCG,CDKN1A,HOXA-AS2,HOXA-AS2,CDKN1A
HOXA-AS2,PLK3,ENSG00000253552,ENSG00000173846,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,PCG,PLK3,HOXA-AS2,HOXA-AS2,PLK3
HOXA-AS2,DDIT3,ENSG00000253552,ENSG00000175197,Cancer,Gastric cancer,negatively-E,upregulation,lncRNA,TF,DDIT3,HOXA-AS2,HOXA-AS2,DDIT3
SP1,MALAT1,ENSG00000185591,ENSG00000251562,Cancer,Liver cancer,positively-E,upregulation,TF,lncRNA,MALAT1,SP1,SP1,MALAT1
SP3,MALAT1,ENSG00000172845,ENSG00000251562,Cancer,Liver cancer,positively-E,upregulation,TF,lncRNA,MALAT1,SP3,SP3,MALAT1
MYC,MINCR,ENSG00000136997,ENSG00000253716,Cancer,Lymphoma,positively-E,upregulation,TF,lncRNA,MINCR,MYC,MYC,MINCR
MINCR,AURKA,ENSG00000253716,ENSG00000087586,Cancer,Lymphoma,positively-E,upregulation,lncRNA,PCG,AURKA,MINCR,MINCR,AURKA
MINCR,AURKB,ENSG00000253716,ENSG00000178999,Cancer,Lymphoma,positively-E,upregulation,lncRNA,PCG,AURKB,MINCR,MINCR,AURKB
MINCR,CDT1,ENSG00000253716,ENSG00000167513,Cancer,Lymphoma,positively-E,upregulation,lncRNA,PCG,CDT1,MINCR,MINCR,CDT1
UCA1,HULC,ENSG00000214049,ENSG00000285219,Cancer,Liver cancer,positively-E,upregulation,lncRNA,lncRNA,HULC,UCA1,UCA1,HULC
UCA1,CTNNB1,ENSG00000214049,ENSG00000168036,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,CTNNB1,UCA1,UCA1,CTNNB1
PCGEM1,miR-770-5p,ENSG00000227418,ENSG00000211574,Musculoskeletal system disease,Bone disease,negatively-F,upregulation,lncRNA,miRNA,miR-770-5p,PCGEM1,PCGEM1,miR-770-5p
MALINC1,PURA,ENSG00000245146,ENSG00000185129,Cancer,Cancer,negatively-E,upregulation,lncRNA,PCG,PURA,MALINC1,MALINC1,PURA
PRDM16-DT,CDKN2B,ENSG00000177133,ENSG00000147883,Cancer,Gastric cancer,positively-E,downregulation,lncRNA,PCG,CDKN2B,PRDM16-DT,PRDM16-DT,CDKN2B
PRDM16-DT,CDKN2A,ENSG00000177133,ENSG00000147889,Cancer,Gastric cancer,positively-E,downregulation,lncRNA,PCG,CDKN2A,PRDM16-DT,PRDM16-DT,CDKN2A
NALT1,NOTCH1,ENSG00000237886,ENSG00000148400,Cancer,Leukemia,positively-F,upregulation,lncRNA,PCG,NOTCH1,NALT1,NALT1,NOTCH1
STAT3,IGF2-AS,ENSG00000168610,ENSG00000099869,Gastrointestinal system disease,Hepatitis,positively-E,upregulation,TF,lncRNA,IGF2-AS,STAT3,STAT3,IGF2-AS
STAT3,RN7SK,ENSG00000168610,ENSG00000283293,Gastrointestinal system disease,Hepatitis,positively-E,upregulation,TF,lncRNA,RN7SK,STAT3,STAT3,RN7SK
RN7SK,PI4P,ENSG00000283293,ENSG00000241973,Gastrointestinal system disease,Hepatitis,positively-E,upregulation,lncRNA,PCG,PI4KA,RN7SK,RN7SK,PI4P
IGF2-AS,PI4P,ENSG00000099869,ENSG00000241973,Gastrointestinal system disease,Hepatitis,positively-E,upregulation,lncRNA,PCG,PI4KA,IGF2-AS,IGF2-AS,PI4P
BCAR4,ERBB2,ENSG00000262117,ENSG00000141736,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,ERBB2,BCAR4,BCAR4,ERBB2
BCAR4,ERBB3,ENSG00000262117,ENSG00000065361,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,ERBB3,BCAR4,BCAR4,ERBB3
SPRY4-IT1,MMP2,,ENSG00000087245,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,PCG,MMP2,SPRY4-IT1,SPRY4-IT1,MMP2
SPRY4-IT1,MMP9,,ENSG00000100985,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,PCG,MMP9,SPRY4-IT1,SPRY4-IT1,MMP9
MEG3,TP53,ENSG00000214548,ENSG00000141510,Endocrine system disease,Pituitary adenoma,positively-E,downregulation,lncRNA,TF,TP53,MEG3,MEG3,TP53
GAS5,CDK6,ENSG00000234741,ENSG00000105810,Cancer,Gastric cancer,negatively-E,downregulation,lncRNA,PCG,CDK6,GAS5,GAS5,CDK6
GAS5,CDKN1A,ENSG00000234741,ENSG00000124762,Cancer,Gastric cancer,positively-E,downregulation,lncRNA,PCG,CDKN1A,GAS5,GAS5,CDKN1A
HOTTIP,CDC25C,ENSG00000243766,ENSG00000158402,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,CDC25C,HOTTIP,HOTTIP,CDC25C
HOTTIP,CCNB1,ENSG00000243766,ENSG00000134057,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,CCNB1,HOTTIP,HOTTIP,CCNB1
HOTTIP,CCND1,ENSG00000243766,ENSG00000110092,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,CCND1,HOTTIP,HOTTIP,CCND1
HOTTIP,BAD,ENSG00000243766,ENSG00000002330,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,PCG,BAD,HOTTIP,HOTTIP,BAD
HOTTIP,BCL2,ENSG00000243766,ENSG00000171791,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,BCL2,HOTTIP,HOTTIP,BCL2
HOTTIP,BCL2L1,ENSG00000243766,ENSG00000171552,Cancer,Lung cancer,positively-E,upregulation,lncRNA,PCG,BCL2L1,HOTTIP,HOTTIP,BCL2L1
TARDBP,MALAT1,ENSG00000120948,ENSG00000251562,Cancer,Lung cancer,positively-F,upregulation,PCG,lncRNA,MALAT1,TARDBP,TARDBP,MALAT1
EZH2,NPTN-IT1,ENSG00000106462,ENSG00000281183,Cancer,Nasopharynx carcinoma,negatively-E,downregulation,PCG,lncRNA,NPTN-IT1,EZH2,EZH2,NPTN-IT1
ETS2,UCA1,ENSG00000157557,ENSG00000214049,Cancer,Colorectal cancer,positively-E,upregulation,TF,lncRNA,UCA1,ETS2,ETS2,UCA1
MEG3,BCL2,ENSG00000214548,ENSG00000171791,Cancer,Kidney cancer,negatively-E,downregulation,lncRNA,PCG,BCL2,MEG3,MEG3,BCL2
MEG3,CASP9,ENSG00000214548,ENSG00000132906,Cancer,Kidney cancer,negatively-E,downregulation,lncRNA,PCG,CASP9,MEG3,MEG3,CASP9
LINC-ROR,TESC,ENSG00000258609,ENSG00000088992,Cancer,Cancer,positively-E,upregulation,lncRNA,PCG,TESC,LINC-ROR,LINC-ROR,TESC
TGFB1,ZEB2-AS1,ENSG00000105329,ENSG00000238057,Cancer,Urinary bladder cancer,positively-E,upregulation,PCG,lncRNA,ZEB2-AS1,TGFB1,TGFB1,ZEB2-AS1
ZEB2-AS1,ZEB2,ENSG00000238057,ENSG00000169554,Cancer,Urinary bladder cancer,positively-E,upregulation,lncRNA,TF,ZEB2,ZEB2-AS1,ZEB2-AS1,ZEB2
AK058003,SNCG,,ENSG00000173267,Cancer,Breast cancer,positively-E,upregulation,lncRNA,PCG,SNCG,AK058003,AK058003,SNCG
HOTAIR,MAPK1,ENSG00000228630,ENSG00000100030,Cancer,Ovarian cancer,interact,upregulation,lncRNA,PCG,MAPK1,HOTAIR,HOTAIR,MAPK1
BRD4,HOTAIR,ENSG00000141867,ENSG00000228630,Cancer,Brain glioma,positively-E,upregulation,PCG,lncRNA,HOTAIR,BRD4,BRD4,HOTAIR
ZEB1-AS1,ZEB1,ENSG00000237036,ENSG00000148516,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,ZEB1,ZEB1-AS1,ZEB1-AS1,ZEB1
ZFAS1,ZEB1,ENSG00000177410,ENSG00000148516,Cancer,Liver cancer,positively-E,upregulation,lncRNA,TF,ZEB1,ZFAS1,ZFAS1,ZEB1
ZFAS1,MMP14,ENSG00000177410,ENSG00000157227,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,MMP14,ZFAS1,ZFAS1,MMP14
ZFAS1,MMP16,ENSG00000177410,ENSG00000156103,Cancer,Liver cancer,positively-E,upregulation,lncRNA,PCG,MMP16,ZFAS1,ZFAS1,MMP16
HIF1A-AS1,CASP3,ENSG00000258777,ENSG00000164305,Cardiovascular system disease,Aortic aneurysm,positively-E,upregulation,lncRNA,PCG,CASP3,HIF1A-AS1,HIF1A-AS1,CASP3
HIF1A-AS1,CASP8,ENSG00000258777,ENSG00000064012,Cardiovascular system disease,Aortic aneurysm,positively-E,upregulation,lncRNA,PCG,CASP8,HIF1A-AS1,HIF1A-AS1,CASP8
HIF1A-AS1,BCL2,ENSG00000258777,ENSG00000171791,Cardiovascular system disease,Aortic aneurysm,negatively-E,upregulation,lncRNA,PCG,BCL2,HIF1A-AS1,HIF1A-AS1,BCL2
RGMB-AS1,RGMB,ENSG00000246763,ENSG00000174136,Cancer,Lung cancer,negatively-E,upregulation,lncRNA,PCG,RGMB,RGMB-AS1,RGMB-AS1,RGMB
H19,FADD,ENSG00000130600,ENSG00000168040,Cardiovascular system disease,Myocardial infarction,positively-E,upregulation,lncRNA,PCG,FADD,H19,H19,FADD
HOTAIR,miR-218-5p,ENSG00000228630,,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,miRNA,miR-218-5p,HOTAIR,HOTAIR,miR-218-5p
HOTAIR,BMI1,ENSG00000228630,ENSG00000168283,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,PCG,BMI1,HOTAIR,HOTAIR,BMI1
HOTAIR,CDKN2A,ENSG00000228630,ENSG00000147889,Cancer,Liver cancer,negatively-E,upregulation,lncRNA,PCG,CDKN2A,HOTAIR,HOTAIR,CDKN2A
TGFB1,LNCRNA-ATB,ENSG00000105329,,Cancer,Gastric cancer,positively-E,upregulation,PCG,lncRNA,LNCRNA-ATB,TGFB1,TGFB1,LNCRNA-ATB
HOTAIR,KIT,ENSG00000228630,ENSG00000157404,Cancer,Leukemia,positively-E,upregulation,lncRNA,PCG,KIT,HOTAIR,HOTAIR,KIT
GAS5,YBX1,ENSG00000234741,ENSG00000065978,Cancer,Gastric cancer,positively-F,downregulation,lncRNA,TF,YBX1,GAS5,GAS5,YBX1
PVT1,ABCB1,ENSG00000249859,ENSG00000085563,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,ABCB1,PVT1,PVT1,ABCB1
PVT1,ABCC1,ENSG00000249859,ENSG00000103222,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,ABCC1,PVT1,PVT1,ABCC1
PVT1,MTOR,ENSG00000249859,ENSG00000198793,Cancer,Gastric cancer,positively-E,upregulation,lncRNA,PCG,MTOR,PVT1,PVT1,MTOR
